Time[ms],Realtime Tick,Goal Position,Present Position
24611,24396,2738,2738
24652,24437,2738,2738
24692,24477,2738,2738
24731,24516,2738,2738
24772,24557,2738,2738
24811,24596,2738,2738
24852,24637,2738,2738
24892,24677,2738,2738
24915,24700,2738,2738
24952,24737,2738,2738
24975,24760,2738,2738
25012,24797,2738,2738
25052,24837,2738,2738
25092,24877,2738,2738
25132,24917,2738,2738
25172,24957,2738,2738
25212,24997,2738,2738
25252,25037,2738,2738
25274,25059,2738,2738
25312,25097,2738,2738
25352,25137,2738,2738
25392,25177,2738,2738
25432,25217,2738,2738
25472,25257,2738,2738
25494,25279,2738,2738
25531,25316,2738,2738
25572,25357,2738,2738
25612,25397,2738,2738
25652,25437,2738,2738
25692,25477,2738,2738
25714,25499,2738,2738
25752,25537,2738,2738
25774,25559,2738,2738
25812,25597,2738,2738
25852,25637,2738,2738
25874,25659,2738,2738
25912,25697,2738,2738
25952,25737,2738,2738
25992,25777,2738,2738
26032,25817,2738,2738
26072,25857,2738,2738
26112,25897,2738,2738
26152,25937,2738,2738
26191,25976,2663,2736
26232,26017,2663,2711
26254,26039,2663,2701
26292,26077,2663,2693
26314,26099,2663,2692
26352,26137,2663,2691
26391,26176,2684,2691
26431,26216,2684,2694
26454,26239,2684,2694
26514,26299,2718,2703
26554,26339,2718,2711
26614,26399,2741,2722
26636,26421,2741,2730
26676,26461,2766,2739
26698,26483,2766,2749
26734,26519,2766,2761
26774,26559,2779,2766
26814,26599,2779,2774
26854,26639,2779,2777
26914,26699,2791,2781
26954,26739,2791,2784
27014,26799,2831,2800
27055,26840,2831,2823
27095,26880,2831,2833
27117,26902,2831,2835
27154,26939,2831,2835
27194,26979,2845,2836
27234,27019,2845,2842
27274,27059,2873,2845
27315,27100,2873,2860
27355,27140,2873,2874
27394,27179,2902,2882
27434,27219,2902,2898
27475,27260,2902,2907
27497,27282,2902,2908
27534,27319,2902,2908
27574,27359,2902,2908
27614,27399,2902,2908
27654,27439,2902,2908
27694,27479,2902,2908
27734,27519,2902,2908
27774,27559,2902,2908
27814,27599,2902,2908
27854,27639,2902,2908
27894,27679,2902,2908
27934,27719,2902,2908
27975,27760,2902,2908
28013,27798,2902,2908
28036,27821,2902,2908
28074,27859,2902,2908
28114,27899,2902,2908
28137,27922,2902,2908
28174,27959,2902,2908
28214,27999,2902,2908
28253,28038,2902,2908
28294,28079,2902,2908
28334,28119,2902,2908
28373,28158,2902,2908
28396,28181,2902,2908
28434,28219,2902,2908
28457,28242,2902,2908
28494,28279,2902,2908
28517,28302,2902,2908
28554,28339,2902,2908
28593,28378,2902,2908
28634,28419,2902,2908
28673,28458,2902,2908
28696,28481,2902,2908
28734,28519,2902,2908
28774,28559,2902,2908
28797,28582,2902,2908
28834,28619,2902,2908
28874,28659,2902,2908
28913,28698,2902,2908
28936,28721,2902,2908
28974,28759,2902,2908
28997,28782,2902,2908
29034,28819,2902,2908
29073,28858,2902,2908
29114,28899,2902,2908
29153,28938,2902,2908
29193,28978,2902,2908
29233,29018,2902,2908
29273,29058,2902,2908
29314,29099,2902,2908
29354,29139,2902,2908
29393,29178,2902,2908
29434,29219,2902,2908
29474,29259,2902,2908
29514,29299,2902,2908
29554,29339,2902,2908
29577,29362,2902,2908
29614,29399,2902,2908
29654,29439,2902,2908
29694,29479,2902,2908
29734,29519,2902,2908
29773,29558,2902,2908
29814,29599,2902,2908
29854,29639,2902,2908
29894,29679,2902,2908
29917,29702,2902,2908
29954,29739,2902,2908
29994,29779,2902,2908
30034,29819,2902,2908
30057,29842,2902,2908
30094,29879,2902,2908
30134,29919,2902,2908
30173,29958,2902,2908
30213,29998,2902,2908
30254,30039,2902,2908
30293,30078,2902,2908
30334,30119,2902,2908
30374,30159,2902,2908
30414,30199,2902,2908
30437,30222,2902,2908
30474,30259,2902,2908
30514,30299,2902,2908
30537,30322,2902,2908
30574,30359,2902,2908
30613,30398,2902,2908
30654,30439,2902,2908
30677,30462,2902,2908
30714,30499,2902,2908
30754,30539,2902,2908
30794,30579,2902,2908
30833,30618,2902,2908
30874,30659,2902,2908
30897,30682,2902,2908
30934,30719,2902,2908
30974,30759,2902,2908
30997,30782,2902,2908
31034,30819,2902,2908
31073,30858,2902,2908
31114,30899,2902,2908
31137,30922,2902,2908
31174,30959,2902,2908
31214,30999,2902,2908
31254,31039,2902,2908
31277,31062,2902,2908
31314,31099,2902,2908
31336,31121,2902,2907
31374,31159,2902,2907
31397,31182,2902,2907
31434,31219,2902,2907
31473,31258,2902,2907
31513,31298,2902,2907
31554,31339,2902,2907
31576,31361,2902,2907
31614,31399,2902,2907
31654,31439,2902,2907
31676,31461,2902,2907
31714,31499,2902,2907
31736,31521,2902,2907
31774,31559,2902,2907
31796,31581,2902,2907
31833,31618,2902,2907
31873,31658,2902,2906
31913,31698,2902,2906
31953,31738,2902,2906
31993,31778,2902,2906
32034,31819,2902,2906
32074,31859,2902,2906
32096,31881,2902,2906
32134,31919,2902,2906
32174,31959,2902,2906
32214,31999,2902,2905
32236,32021,2902,2905
32274,32059,2902,2905
32314,32099,2902,2905
32336,32121,2902,2905
32373,32158,2902,2905
32396,32181,2902,2905
32434,32219,2902,2905
32456,32241,2902,2905
32494,32279,2902,2905
32516,32301,2902,2905
32554,32339,2902,2905
32593,32378,2902,2905
32633,32418,2902,2905
32656,32441,2902,2905
32693,32478,2902,2905
32734,32519,2902,2905
32773,32558,2902,2905
32814,32599,2902,2905
32836,32621,2902,2905
32873,32658,2902,2905
32913,32698,2902,2905
32953,32738,2902,2905
32992,10,2902,2905
33032,50,2902,2905
33073,91,2902,2905
33112,130,2902,2905
33135,153,2902,2905
33172,190,2902,2905
33195,213,2902,2905
33232,250,2902,2905
33255,273,2902,2905
33292,310,2902,2905
33315,333,2902,2905
33352,370,2902,2905
33375,393,2902,2905
33412,430,2902,2905
33452,470,2902,2905
33475,493,2902,2905
33512,530,2902,2905
33552,570,2902,2905
33575,593,2902,2905
33612,630,2902,2905
33652,670,2902,2905
33692,710,2902,2905
33715,733,2902,2905
33752,770,2902,2905
33775,793,2902,2905
33812,830,2902,2905
33835,853,2902,2905
33872,890,2902,2905
33895,913,2902,2905
33932,950,2902,2905
33955,973,2902,2905
33992,1010,2902,2905
34032,1050,2902,2905
34055,1073,2902,2905
34092,1110,2902,2905
34132,1150,2902,2905
34172,1190,2902,2905
34212,1230,2902,2905
34252,1270,2902,2905
34292,1310,2902,2905
34315,1333,2902,2905
34352,1370,2902,2905
34392,1410,2902,2905
34432,1450,2902,2905
34472,1490,2902,2905
34512,1530,2902,2905
34535,1553,2902,2905
34572,1590,2902,2905
34612,1630,2902,2905
34652,1670,2902,2905
34675,1693,2902,2905
34712,1730,2902,2905
34752,1770,2902,2905
34792,1810,2902,2905
34832,1850,2902,2905
34872,1890,2902,2905
34895,1913,2902,2905
34932,1950,2902,2905
34972,1990,2902,2905
35012,2030,2902,2905
